userId,movieId,rating,timestamp
207,591,3,876018608
36,339,5,882157581
70,746,3,884150257
28,201,3,881961671
250,7,4,878089716
194,54,3,879525876
303,815,3,879485532
119,237,5,874775038
295,218,5,879966498
268,930,2,875742942
268,2,2,875744173
66,258,4,883601089
233,202,5,879394264
83,623,4,880308578
214,334,3,891542540
301,56,4,882076587
307,89,5,879283786
234,141,3,892334609
83,576,4,880308755
181,264,2,878961624
297,133,4,875240090
181,872,1,878961814
201,146,1,884140579
269,367,3,891450023
59,468,3,888205855
193,96,1,889124507
130,1014,3,876250718
219,82,1,889452455
218,209,5,877488546
123,427,3,879873020
119,222,5,874775311
222,118,4,877563802
302,322,2,879436875
279,501,3,875308843
181,3,2,878963441
201,695,1,884140115
145,237,5,875270570
23,385,4,874786462
296,705,5,884197193
42,546,3,881105817
33,872,3,891964230
301,554,3,882078830
95,135,3,879197562
154,357,4,879138713
244,673,3,880606667
13,215,5,882140588
16,705,5,877722736
270,452,4,876956264
145,15,2,875270655
200,304,5,876041644
101,829,3,877136138
184,218,3,889909840
128,204,4,879967478
181,1295,1,878961781
1,33,4,878542699
1,160,4,875072547
184,321,5,889906967
23,323,2,874784266
301,227,3,882077222
301,191,3,882075672
112,903,1,892440172
82,183,3,878769848
222,724,3,878181976
218,430,3,877488316
303,134,5,879467959
133,751,3,890588547
254,662,4,887347350
276,2,4,874792436
104,984,1,888442575
63,1067,3,875747514
267,410,4,878970785
13,56,5,881515011
286,237,2,875806800
294,271,5,889241426
90,1086,4,891384424
92,229,3,875656201
308,649,4,887739292
144,89,3,888105691
191,302,4,891560253
200,96,5,884129409
61,678,3,892302309
271,709,3,885849325
275,597,3,876197678
207,258,4,877879172
272,1393,2,879454663
207,1115,2,879664906
299,577,3,889503806
271,378,4,885849447
305,425,4,886324486
49,959,2,888068912
130,1017,3,874953895
10,175,3,877888677
203,321,3,880433418
43,323,3,875975110
21,558,5,874951695
197,96,5,891409839
194,66,3,879527264
234,206,4,892334543
308,402,4,887740700
269,522,5,891447773
268,62,3,875310824
121,291,3,891390477
296,20,5,884196921
234,612,3,892079140
38,758,1,892434626
269,845,1,891456255
234,1451,3,892078343
275,405,2,876197645
102,823,3,888801465
178,731,4,882827532
256,781,5,882165296
263,176,5,891299752
43,815,4,883956189
83,78,2,880309089
297,716,3,875239422
249,188,4,879641067
144,699,4,888106106
301,604,4,882075994
92,501,2,875653665
222,97,4,878181739
293,135,5,888905550
59,715,5,888205921
5,17,4,875636198
174,315,5,886432749
114,505,3,881260203
23,196,2,874786926
128,15,4,879968827
239,56,4,889179478
181,279,1,878962955
291,80,4,875086354
250,238,4,878089963
201,649,3,884114275
181,325,2,878961814
119,407,3,887038665
287,1,5,875334088
216,531,4,880233810
203,471,4,880434463
13,892,3,882774224
213,176,4,878956338
286,288,5,875806672
117,1047,2,881009697
11,558,3,891904214
65,47,2,879216672
85,259,2,881705026
137,144,5,881433689
201,960,2,884112077
257,137,4,882049932
111,328,4,891679939
91,480,4,891438875
1,20,4,887431883
303,404,4,879468375
187,210,4,879465242
222,278,2,877563913
214,568,4,892668197
293,770,3,888906655
285,191,4,890595859
96,156,4,884402860
72,1110,3,880037334
115,1067,4,881171009
7,430,3,891352178
116,350,3,886977926
73,480,4,888625753
269,246,5,891457067
263,419,5,891299514
70,431,3,884150257
221,475,4,875244204
25,357,4,885852757
290,50,5,880473582
189,526,4,893266205
264,294,3,886121516
200,365,5,884129962
187,135,4,879465653
63,289,2,875746985
13,229,4,882397650
298,486,3,884183063
235,185,4,889655435
62,712,4,879376178
246,94,2,884923505
54,742,5,880934806
63,762,3,875747688
11,732,3,891904596
92,168,4,875653723
8,550,3,879362356
307,174,4,879283480
256,849,2,882164603
72,54,3,880036854
164,406,2,889402389
117,150,4,880125101
193,869,3,889127811
94,184,2,891720862
281,338,2,881200457
130,109,3,874953794
94,720,1,891723593
182,845,3,885613067
129,873,1,883245452
254,229,4,886474580
64,381,4,879365491
151,176,2,879524293
276,922,4,889174849
276,57,3,874787526
21,370,1,874951293
293,249,3,888905229
264,721,5,886123656
10,611,5,877886722
197,346,3,891409070
276,142,3,874792945
308,427,4,887736584
221,943,4,875246759
109,8,3,880572642
198,58,3,884208173
90,900,4,891382309
193,941,4,889124890
128,603,5,879966839
126,905,2,887855283
90,289,3,891382310
21,222,2,874951382
301,33,4,882078228
72,699,3,880036783
90,259,2,891382392
59,742,3,888203053
94,744,4,891721462
26,1015,3,891352136
181,1015,1,878963121
152,301,3,880147407
178,845,4,882824291
217,597,4,889070087
75,284,2,884050393
307,94,3,877122695
222,781,3,881059677
121,740,3,891390544
269,22,1,891448072
13,864,4,882141924
230,742,5,880485043
245,1028,5,888513447
56,546,3,892679460
295,961,5,879519556
271,1028,2,885848102
222,812,2,881059117
10,7,4,877892210
22,376,3,878887112
269,234,1,891449406
243,1039,4,879988184
282,325,1,881703044
78,323,1,879633567
283,1114,5,879297545
171,292,4,891034835
10,100,5,877891747
13,901,1,883670672
276,70,4,874790826
244,17,2,880607205
189,56,5,893265263
62,1016,4,879373008
306,235,4,876504354
60,430,5,883326122
42,274,5,881105817
1,202,5,875072442
13,809,4,882397582
173,289,4,877556988
185,23,4,883524249
280,540,3,891702304
244,381,4,880604077
150,293,4,878746946
7,497,4,891352134
178,317,4,882826915
178,742,3,882823833
95,1217,3,880572658
97,222,5,884238887
269,705,2,891448850
130,1246,3,876252497
264,655,4,886123530
207,13,3,875506839
42,588,5,881108147
246,409,2,884923372
87,367,4,879876702
101,304,3,877135677
92,794,3,875654798
181,762,2,878963418
213,235,1,878955115
92,739,2,876175582
292,661,5,881105561
274,845,5,878945579
236,632,3,890116254
193,407,4,889127921
144,709,4,888105940
48,609,4,879434819
5,225,2,875635723
311,432,4,884365485
8,22,5,879362183
276,188,4,874792547
72,866,4,880035887
299,134,4,878192311
1,171,5,889751711
308,295,3,887741461
165,216,4,879525778
222,49,3,878183512
234,626,4,892336358
244,707,4,880606243
208,216,5,883108324
263,96,4,891298336
134,323,4,891732335
279,586,4,892864663
2,292,4,888550774
288,593,2,886892127
49,302,4,888065432
205,304,3,888284313
22,80,4,878887227
234,318,4,892078890
223,328,3,891548959
94,1220,3,891722678
274,405,4,878945840
7,492,5,891352010
290,161,4,880474293
239,1070,5,889179032
56,449,5,892679308
248,234,4,884534968
234,10,3,891227851
280,1049,2,891702486
192,948,3,881368302
85,588,3,880838306
201,272,3,886013700
181,870,2,878962623
295,739,4,879518319
263,568,4,891299387
295,39,4,879518279
201,1100,4,884112800
93,820,3,888705966
159,1028,5,880557539
293,423,3,888906070
82,597,3,878768882
13,823,5,882397833
217,2,3,889069782
83,660,4,880308256
189,20,5,893264466
222,796,4,878183684
126,294,3,887855087
125,80,4,892838865
43,120,4,884029430
253,259,2,891628883
42,44,3,881108548
77,518,4,884753202
268,21,3,875742822
262,28,3,879792220
236,57,5,890116575
158,729,3,880133116
156,661,4,888185947
168,866,5,884287927
37,288,4,880915258
235,230,4,889655162
102,70,3,888803537
90,506,5,891383319
186,566,5,879023663
44,660,5,878347915
7,661,5,891351624
42,1028,4,881106072
178,433,4,882827834
85,51,2,879454782
77,474,5,884732407
56,1047,4,892911290
197,688,1,891409564
286,99,4,878141681
90,258,3,891382121
181,1288,1,878962349
295,190,4,879517062
224,69,4,888082495
272,317,4,879454977
221,1010,3,875246662
66,877,1,883601089
207,318,5,877124871
234,487,3,892079237
87,82,5,879875774
195,1052,1,877835102
44,449,5,883613334
306,287,4,876504442
94,62,3,891722933
167,659,4,892738277
108,100,4,879879720
230,304,5,880484286
54,302,4,880928519
90,22,4,891384357
181,696,2,878962997
286,357,4,877531537
21,440,1,874951798
244,550,1,880602264
181,405,4,878962919
65,806,4,879216529
37,540,2,880916070
244,183,4,880606043
94,572,3,891723883
286,746,4,877533058
239,272,5,889181247
178,385,4,882826982
194,23,4,879522819
268,955,3,875745160
276,294,4,874786366
207,845,3,881681663
305,654,4,886323937
47,324,3,879439078
64,736,4,889739212
191,751,3,891560753
7,378,5,891353011
59,92,5,888204997
10,461,3,877888944
21,129,4,874951382
58,9,4,884304328
194,152,3,879549996
173,328,5,877557028
95,233,4,879196354
59,323,4,888206809
311,654,3,884365075
43,203,4,883955224
79,50,4,891271545
235,70,5,889655619
125,190,5,892836309
284,322,3,885329671
303,161,5,879468547
254,378,3,886474396
104,301,2,888442275
286,298,4,875807004
297,57,5,875239383
130,1217,4,875801778
254,357,3,886472466
109,475,1,880563641
230,1444,2,880485726
6,301,2,883600406
104,285,4,888465201
21,447,5,874951695
111,301,4,891680028
25,222,4,885852817
110,944,3,886989501
68,237,5,876974133
83,215,4,880307940
6,258,2,883268278
89,216,5,879459859
128,317,4,879968029
286,175,5,877532470
279,1428,3,888465209
140,332,3,879013617
11,227,3,891905896
201,203,5,884114471
20,208,2,879669401
144,742,4,888104122
181,930,1,878963275
109,566,4,880578814
213,133,3,878955973
218,208,3,877488366
68,742,1,876974198
268,583,4,876513830
195,273,4,878019342
224,178,4,888082468
5,110,1,875636493
99,1016,5,885678724
292,9,4,881104148
72,568,4,880037203
92,831,2,886443708
287,926,4,875334340
1,155,2,878542201
234,632,2,892079538
222,53,5,878184113
7,554,3,891354639
82,56,3,878769410
161,318,3,891170824
196,393,4,881251863
82,477,3,876311344
256,761,4,882164644
226,56,4,883889102
16,8,5,877722736
180,202,3,877128388
203,93,4,880434940
145,56,5,875271896
84,742,3,883450643
17,13,3,885272654
148,1,4,877019411
197,347,4,891409070
279,982,3,875298314
185,287,5,883526288
297,89,4,875239125
73,206,3,888625754
104,756,2,888465739
94,216,3,885870665
197,511,5,891409839
280,1,4,891700426
224,583,1,888103729
303,397,1,879543831
60,162,4,883327734
198,258,4,884204501
6,69,3,883601277
233,375,4,876374419
184,522,3,889908462
99,873,1,885678436
13,418,2,882398763
201,518,4,884112201
214,131,3,891544465
222,87,3,878182589
279,725,4,875314144
85,433,3,879828720
239,234,3,889178762
208,663,5,883108476
109,178,3,880572950
59,485,2,888204466
70,1133,3,884151344
198,234,3,884207833
65,125,4,879217509
174,660,5,886514261
130,1248,3,880396702
283,432,5,879297965
275,418,3,875154718
195,751,4,883295500
130,105,4,876251160
286,73,5,877532965
7,623,3,891354217
56,222,5,892679439
210,204,5,887730676
239,9,5,889180446
96,87,4,884403531
297,73,2,875239691
249,239,3,879572284
135,1046,3,879858003
291,1178,4,875086354
311,9,4,884963365
301,523,4,882076146
152,685,5,880149074
275,1091,2,875154535
198,118,2,884206513
244,790,4,880608037
26,125,4,891371676
151,13,3,879542688
124,496,1,890286933
24,191,5,875323003
271,65,3,885849419
294,1245,3,877819265
25,501,3,885852301
293,137,3,888904653
201,432,3,884111312
2,50,5,888552084
313,566,4,891016220
144,125,4,888104191
276,324,4,874786419
145,974,1,882182634
72,234,4,880037418
83,385,4,887665549
181,619,3,878963086
109,402,4,880581344
207,107,3,876198301
185,216,4,883526268
149,319,2,883512658
176,875,4,886047442
253,97,4,891628501
106,526,4,881452685
121,180,3,891388286
291,418,4,875086920
84,1033,4,883452711
293,380,2,888907527
207,58,3,875991047
109,97,3,880578711
283,845,4,879297442
297,275,5,874954260
181,334,1,878961749
78,255,4,879633745
11,425,4,891904300
193,1078,4,889126943
297,234,3,875239018
87,585,4,879877008
250,204,2,878091682
8,50,5,879362124
5,454,1,875721432
291,376,3,875086534
145,737,2,875272833
276,419,5,874792907
83,210,5,880307751
153,174,1,881371140
62,302,3,879371909
49,995,3,888065577
268,298,3,875742647
207,554,2,877822854
313,616,5,891015049
286,44,3,877532173
279,168,5,875296435
276,474,5,889174904
83,97,4,880308690
63,100,5,875747319
16,178,5,877719333
297,233,2,875239914
90,945,5,891383866
303,393,4,879484981
274,50,5,878944679
104,299,3,888442436
94,792,4,885873006
293,708,3,888907527
18,950,3,880130764
217,27,1,889070011
200,892,4,884127082
296,222,5,884196640
7,662,3,892133739
196,381,4,881251728
69,427,3,882145465
72,196,4,880036747
151,747,3,879524564
7,171,3,891351287
308,516,4,887736743
190,974,2,891625949
82,756,1,878768741
59,235,1,888203658
145,756,2,885557506
220,298,4,881198966
21,324,4,874950889
207,65,3,878104594
198,658,3,884208173
210,70,4,887730589
143,682,3,888407741
75,237,2,884050309
199,221,4,883782854
223,1150,2,891549841
276,78,4,877934828
293,325,2,888904353
301,138,2,882079446
1,47,4,875072125
96,673,4,884402860
291,1016,4,874833827
7,451,5,891353892
6,517,4,883602212
202,283,3,879727153
277,257,3,879543487
25,257,4,885853415
6,23,4,883601365
38,573,1,892433660
130,569,3,880396494
21,948,1,874951054
262,174,3,879791948
206,302,5,888180227
222,22,5,878183285
151,703,4,879542460
314,28,5,877888346
44,258,4,878340824
303,418,4,879483510
16,89,2,877717833
270,558,5,876954927
125,318,5,879454309
138,523,5,879024043
268,386,2,875743978
291,15,5,874833668
239,96,5,889178798
94,155,2,891723807
136,89,4,882848925
223,423,3,891550684
145,355,3,888396967
280,845,3,891700925
179,339,1,892151366
307,949,4,877123315
10,488,5,877888613
23,258,5,876785704
308,174,4,887736696
188,237,3,875073648
118,654,5,875385007
246,721,4,884921794
194,239,3,879522917
122,378,4,879270769
312,100,4,891698613
223,763,3,891550067
99,403,4,885680374
83,43,4,880308690
174,402,5,886513729
256,487,5,882164231
161,168,1,891171174
244,53,3,880607489
250,196,4,878091818
285,150,5,890595636
42,953,2,881108815
61,323,3,891206450
222,106,2,883816184
4,264,3,892004275
304,259,1,884967253
37,403,5,880915942
165,372,5,879525987
176,324,5,886047292
3,335,1,889237269
56,869,3,892683895
44,15,4,878341343
94,174,4,885870231
130,949,3,876251944
303,779,1,879543418
19,435,5,885412840
194,191,4,879521856
56,447,4,892679067
262,223,3,879791816
181,1334,1,878962240
214,137,4,891543227
92,747,4,875656164
188,96,5,875073128
254,230,4,886472400
230,138,3,880485197
16,209,5,877722736
181,1327,1,878963305
145,1248,3,875272195
200,588,5,884128499
248,257,3,884535840
297,432,4,875239658
312,133,5,891699296
110,568,3,886988449
305,483,5,886323068
141,258,5,884584338
186,263,3,879023571
233,208,4,880610814
104,287,2,888465347
1,222,4,878873388
206,323,1,888179833
230,419,4,880484587
56,450,3,892679374
94,651,5,891725332
14,174,5,890881294
268,790,2,876513785
276,1081,3,880913705
83,929,3,880307140
222,1041,3,881060155
279,89,4,875306910
18,202,3,880130515
87,210,5,879875734
10,285,5,877889186
181,328,3,878961227
253,746,3,891628630
299,1047,2,877880041
66,1,3,883601324
216,174,5,881432488
290,208,3,880475245
79,1161,2,891271697
144,831,3,888104805
138,517,4,879024279
64,433,2,889740286
5,1,4,875635748
276,357,5,874787526
62,433,5,879375588
239,475,5,889178689
130,234,5,875216932
264,70,4,886123596
24,763,5,875322875
279,1162,3,875314334
223,908,1,891548802
99,246,3,888469392
239,430,3,889180338
160,160,5,876862078
303,1160,2,879544629
210,97,5,887736454
164,930,4,889402340
18,729,3,880131236
109,1012,4,880564570
92,1209,1,875660468
109,1,4,880563619
15,222,3,879455730
58,709,5,884304812
303,693,4,879466771
194,160,2,879551380
244,662,3,880606533
177,321,2,880130481
131,221,3,883681561
197,302,3,891409070
227,50,4,879035347
181,1,3,878962392
277,255,4,879544145
279,96,4,875310606
276,568,4,882659211
177,69,1,880131088
213,13,4,878955139
125,134,5,879454532
128,739,4,879969349
291,428,5,874871766
25,208,4,885852337
288,272,5,889225463
271,56,3,885848559
5,363,3,875635225
70,419,5,884065035
201,209,3,884112801
99,274,1,885679157
11,740,4,891903067
184,277,3,889907971
222,88,4,878183336
38,161,5,892432062
59,418,2,888205188
104,300,3,888442275
298,1346,3,884126061
180,1119,3,877128156
7,674,2,891352659
268,1041,1,875743735
252,277,4,891456797
210,527,5,887736232
312,573,5,891712535
308,215,3,887737483
234,1397,4,892334976
75,546,3,884050422
117,15,5,880125887
246,239,3,884921380
64,516,5,889737376
59,54,4,888205921
216,196,5,880245145
210,274,5,887730676
94,471,4,891721642
13,807,1,886304229
76,175,4,875028853
263,1451,4,891299949
294,930,3,889242704
85,13,3,879452866
212,180,1,879303974
6,492,5,883601089
279,746,5,875310233
303,1109,4,879467936
184,191,4,889908716
313,22,3,891014870
314,1150,4,877887002
43,5,4,875981421
62,288,2,879371909
11,723,5,891904637
94,218,3,891721851
311,566,4,884366112
85,604,4,882995132
288,527,3,886373565
184,514,5,889908497
151,929,3,879543457
90,690,4,891383319
104,1016,1,888466002
181,1010,1,878962774
276,845,4,874786807
22,258,5,878886261
70,82,4,884068075
308,95,4,887737130
60,208,5,883326028
270,778,5,876955711
243,208,4,879989134
92,540,2,875813197
13,308,3,881514726
56,184,4,892679088
63,1007,5,875747368
295,235,4,879517943
104,1010,1,888465554
156,641,5,888185677
269,1165,1,891446904
160,430,5,876861799
237,191,4,879376773
45,109,5,881012356
224,678,3,888082277
145,764,2,888398257
277,1011,3,879543697
65,100,3,879217558
272,1101,5,879454977
116,255,3,876452524
72,28,4,880036824
246,425,5,884921918
115,8,5,881171982
176,327,3,886047176
13,396,3,882141727
257,1260,2,880496892
95,1,5,879197329
151,58,4,879524849
184,660,3,889909962
311,386,3,884365747
34,312,4,888602742
72,427,5,880037702
263,416,5,891299697
94,1048,4,891722678
200,291,3,891825292
45,118,4,881014550
279,144,4,880850073
145,22,5,875273021
71,89,5,880864462
182,69,5,876435435
193,627,4,889126972
214,302,4,892668197
151,485,5,879525002
102,322,3,883277645
234,571,2,892318158
249,930,2,879640585
195,328,4,884420059
109,258,5,880562908
222,552,2,878184596
282,288,4,879949367
117,758,2,881011217
23,381,4,874787350
112,327,1,884992535
252,300,4,891448664
151,372,5,879524819
282,327,5,879949417
304,237,5,884968415
290,568,3,880474716
64,160,4,889739288
168,1278,3,884287560
265,471,4,875320302
83,82,5,887665423
90,499,5,891383866
87,196,5,879877681
26,685,3,891371676
150,129,4,878746946
70,210,4,884065854
92,176,5,875652981
204,216,4,892513864
164,685,5,889402160
57,682,3,883696824
184,207,4,889908903
60,403,3,883327087
92,180,5,875653016
43,204,4,883956122
222,1042,4,878184514
197,300,4,891409422
92,790,3,875907618
201,747,2,884113635
201,215,2,884140382
193,410,3,889127633
271,705,4,885849052
214,693,3,891544414
315,273,3,879821349
48,309,3,879434132
270,671,4,876956360
66,7,3,883601355
101,222,3,877136243
207,1046,4,875509787
85,83,4,886282959
158,770,5,880134477
297,588,4,875238579
271,482,5,885848519
130,901,1,884624044
178,276,3,882823978
267,17,4,878971773
201,51,2,884140751
194,647,4,879521531
1,227,4,876892946
116,751,3,890131577
170,292,5,884103732
110,578,3,886988536
287,347,4,888177040
38,679,5,892432062
195,1014,4,879673925
279,227,4,889326161
168,274,4,884287865
299,588,4,877880852
287,294,5,875333873
279,1048,1,886015533
87,9,4,879877931
279,1151,2,875744584
49,47,5,888068715
296,855,5,884197352
44,95,4,878347569
92,216,3,875653867
135,39,3,879857931
13,66,3,882141485
262,386,3,879795512
116,942,3,876454090
318,474,4,884495742
269,13,4,891446662
279,254,3,879572960
42,685,4,881105972
145,1245,5,875271397
184,161,2,889909640
313,99,4,891014029
32,290,3,883717913
308,848,4,887736925
130,542,3,875801778
130,806,3,875217096
165,288,2,879525673
249,255,3,879571752
49,581,3,888068143
195,300,3,890588925
118,475,5,875384793
104,293,3,888465166
201,1229,3,884140307
142,82,4,888640356
119,718,5,874774956
303,94,3,879485318
99,50,5,885679998
92,709,2,875654590
227,295,5,879035387
94,820,1,891723186
59,1107,4,888206254
262,821,3,879794887
311,716,4,884365718
268,364,3,875743979
214,275,3,891542968
16,56,5,877719863
262,293,2,879790906
94,346,4,891725410
240,313,5,885775604
102,161,2,888801876
83,301,2,891181430
291,7,5,874834481
312,28,4,891698300
291,70,4,874868146
109,588,4,880578388
110,1246,2,886989613
246,1218,3,884922801
65,196,5,879216637
24,367,2,875323241
301,660,4,882076782
269,674,2,891451754
224,191,4,888082468
215,423,5,891435526
32,1012,4,883717581
154,289,2,879138345
85,298,4,880581629
184,36,3,889910195
188,218,5,875074667
73,94,1,888625754
194,205,3,879524291
177,203,4,880131026
276,273,4,874786517
198,7,4,884205317
108,290,4,879880076
73,56,4,888626041
120,546,2,889490979
101,471,3,877136535
26,235,2,891372429
268,1249,2,875743793
276,773,3,874792794
13,150,5,882140588
128,482,4,879967432
104,7,3,888465972
293,39,3,888906804
90,821,3,891385843
275,69,3,880314089
312,494,5,891698454
207,192,3,877822350
264,504,5,886122577
137,687,4,881432756
185,740,4,883524475
307,687,1,879114143
42,176,3,881107178
259,772,4,874724882
239,58,5,889179623
92,15,3,875640189
81,742,2,876533764
311,419,3,884364931
249,746,5,879641209
95,527,4,888954440
19,655,3,885412723
79,100,5,891271652
189,751,4,893265046
1,17,3,875073198
214,42,5,892668130
6,469,5,883601155
109,627,5,880582133
305,50,5,886321799
277,279,4,879543592
223,8,2,891550684
201,69,2,884112901
94,58,5,891720540
217,144,4,889069782
181,874,1,878961749
116,1216,3,876452582
303,433,4,879467985
221,327,4,875243968
91,28,4,891439243
151,317,5,879524610
64,176,4,889737567
116,271,4,886310197
291,1139,3,874871671
303,120,2,879544099
303,176,5,879467260
291,501,4,875087100
235,87,4,889655162
276,157,5,874790773
135,1208,3,879858003
7,576,5,892132943
250,404,4,878092144
318,768,2,884498022
87,1079,2,879877240
50,823,3,877052784
25,258,5,885853199
18,496,5,880130470
193,790,3,889127381
207,716,3,875508783
314,535,4,877887002
250,338,4,883263374
262,568,3,879794113
94,470,4,891722006
59,583,5,888205921
271,714,3,885848863
269,235,3,891446756
148,140,1,877019882
210,357,5,887736206
174,80,1,886515210
235,480,4,889655044
276,939,3,874790855
303,738,2,879544276
224,873,2,888082187
44,208,4,878347420
315,13,4,879821158
269,9,4,891446246
101,405,4,877137015
249,88,4,879572668
271,750,4,885844698
92,731,4,875653769
254,188,3,886473672
311,203,5,884365201
201,660,3,884140927
138,496,4,879024043
217,7,4,889069741
261,340,5,890454045
176,258,4,886047026
303,1037,3,879544340
276,364,3,877935377
88,750,2,891037276
49,7,4,888067307
9,298,5,886960055
249,708,4,879572403
262,754,3,879961283
196,655,5,881251793
207,1436,3,878191574
256,771,2,882164999
276,226,4,874792520
134,313,5,891732150
311,849,3,884365781
247,736,5,893097024
311,83,5,884364812
251,1014,5,886272486
59,550,5,888206605
201,206,2,884112029
58,100,5,884304553
249,723,4,879641093
11,725,3,891905568
92,846,3,886443471
160,56,5,876770222
11,110,3,891905324
87,2,4,879876074
45,763,2,881013563
293,605,3,888907702
291,732,4,874868097
254,575,3,886476165
49,334,4,888065744
222,1284,4,878184422
161,162,2,891171413
268,1,3,875742341
59,215,5,888204430
177,209,4,880130736
299,235,1,877878184
29,332,4,882820869
30,435,5,885941156
315,185,4,879821267
262,47,2,879794599
321,496,4,879438607
191,754,3,891560366
106,778,4,881453040
178,678,3,882823530
94,168,5,891721378
264,33,3,886122644
261,875,5,890454351
190,302,5,891033606
112,289,5,884992690
144,106,3,888104684
199,258,4,883782403
224,20,1,888104487
85,501,3,880838306
301,202,5,882076211
130,206,3,875801695
267,840,4,878970926
286,231,3,877532094
6,357,4,883602422
297,736,4,875239975
250,244,4,878089786
57,760,2,883697617
301,1228,4,882079423
276,1095,1,877935135
137,300,5,881432524
213,294,3,878870226
150,221,4,878747017
21,103,1,874951245
130,731,3,876251922
1,90,4,878542300
311,5,3,884365853
151,89,5,879524491
248,475,5,884535446
95,1229,2,879198800
213,609,4,878955533
269,47,4,891448386
198,100,1,884207325
197,229,3,891410039
74,272,5,888333194
127,294,4,884363803
194,4,4,879521397
177,56,5,880130618
45,473,3,881014417
57,28,4,883698324
268,94,2,875743630
201,1010,3,884140579
131,1281,4,883681561
270,97,4,876955633
230,202,4,880485352
123,531,3,879872671
267,403,4,878971939
16,155,3,877719157
180,762,4,877126241
319,313,5,889816026
180,737,3,877128327
270,736,5,876955087
269,658,2,891448497
293,496,5,888905840
269,793,4,891449880
54,685,3,880935504
303,209,5,879467328
13,766,4,882139686
314,95,5,877888168
230,378,5,880485159
201,403,3,884112427
95,1206,4,888956137
270,370,5,876956232
256,716,5,882165135
303,435,5,879466491
62,258,5,879371909
189,1115,4,893264270
99,742,5,885679114
291,1028,3,875086561
206,900,1,888179980
83,338,4,883868647
253,216,4,891628252
108,50,4,879879739
94,347,5,891724950
293,779,1,888908066
267,980,3,878970578
201,1245,4,884141015
314,1263,2,877890611
